"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder09-batch003","review_high_existing_sku","folder09-058","PETE7294.JPG; PETE7295.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7294.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7295.JPG","OISHI Black Tea Lemon Ice Tea 500ml","ADG-001409","Napoj herbata Black Tea Lemon Ice Tea 500ml - OISHI","high","https://asiandeligo.eshoper.pro/products/napoj-herbata-black-tea-lemon-ice-tea-500ml-oishi","Exact brand, flavor and volume match existing SKU ADG-001409.","Attach these owner photos to the existing SKU if approved."
"folder09-batch003","review_high_existing_sku","folder09-059","PETE7296.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7296.JPG","OISHI Green Tea Honey Lemon 500ml","ADG-001017","Napoj herbata Green Tea Honey Lemon 500ml - OISHI","high","https://asiandeligo.eshoper.pro/products/napoj-herbata-green-tea-honey-lemon-500ml-oishi","Exact brand, flavor and volume match existing SKU ADG-001017.","Attach this owner photo to the existing SKU if approved."
"folder09-batch003","create_new_confirm","folder09-060","PETE7328.JPG; PETE7329.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7328.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7329.JPG","Sagiko Mango Drink can","","","create_new","","No Sagiko rows found in the catalog export.","Create new SKU after confirming volume, EAN and price."
"folder09-batch003","create_new_confirm","folder09-061","PETE7330.JPG; PETE7331.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7330.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7331.JPG","Sagiko Lychee Drink can","","","create_new","","No Sagiko rows found in the catalog export. Existing lychee rows are other brands or product types.","Create new SKU after confirming volume, EAN and price."
"folder09-batch003","review_high_existing_sku","folder09-062","PETE7332.JPG; PETE7333.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7332.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7333.JPG","Tian Hu Shan Matcha Powdered Green Tea in Can 80g","ADG-000019","Matcha, sproszkowana zielona herbata w puszce 80g Tian Hu Shan","high","https://asiandeligo.eshoper.pro/products/matcha-sproszkowana-zielona-herbata-w-puszce-80g-tian-hu-shan","Exact brand, product type and weight match existing SKU ADG-000019.","Attach these owner photos to the existing SKU if approved."
"folder09-batch003","create_new_confirm","folder09-063","PETE7388.JPG; PETE7389.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7388.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7389.JPG","OKF Aloe Drink Vera Sugar Free 500ml","","","create_new","","No OKF rows found in the catalog export. This is distinct from the OKF Aloe Organic and OKF Aloe King variants.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-064","PETE7390.JPG; PETE7391.JPG; PETE7392.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7390.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7391.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7392.JPG","OKF Aloe Vera King Natural Original 1.5L","","","create_new","","No OKF rows found in the catalog export. This is a 1.5L product and should not be merged with 500ml OKF Aloe candidates.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-065","PETE7599.JPG; PETE7600.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7599.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7600.JPG","Hiep Long Granulated Garlic 500g","","","create_new","","Catalog has Hiep Long rice noodles, rice paper and whole dried chili, but no Hiep Long granulated garlic 500g.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-066","PETE7601.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7601.JPG","Hiep Long Ground Paprika 500g","","","create_new","","Catalog has TRS sweet ground paprika 100g and no Hiep Long ground paprika 500g.","Create new SKU after confirming exact spice type, EAN and price."
"folder09-batch003","create_new_confirm","folder09-067","PETE7840.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7840.JPG","Jus Cool Basil Seed Drink Passion Fruit 300ml","","","create_new","","No Jus Cool or basil seed drink rows found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-068","PETE7841.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7841.JPG","Jus Cool Basil Seed Drink Coconut 300ml","","","create_new","","No Jus Cool or basil seed drink rows found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-069","PETE7842.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7842.JPG","Jus Cool Basil Seed Drink Lychee 300ml","","","create_new","","No Jus Cool or basil seed drink rows found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-070","PETE7843.JPG; PETE8874.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7843.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8874.JPG","Sagiko Mixed Fruit Juice can","","","create_new","","No Sagiko rows found in the catalog export. PETE7843 and PETE8874 show the same Mixed Fruit Juice product.","Create one new SKU with both photos after confirming volume, EAN and price."
"folder09-batch003","create_new_confirm","folder09-071","PETE7844.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7844.JPG","Sagiko Pineapple Drink can","","","create_new","","No Sagiko rows found in the catalog export.","Create new SKU after confirming volume, EAN and price."
"folder09-batch003","create_new_confirm","folder09-072","PETE7845.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7845.JPG","Sagiko Calamansi Drink can","","","create_new","","No Sagiko rows found in the catalog export.","Create new SKU after confirming volume, EAN and price."
"folder09-batch003","create_new_confirm","folder09-073","PETE7846.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7846.JPG","Sagiko Passion Fruit Drink can","","","create_new","","No Sagiko rows found in the catalog export.","Create new SKU after confirming volume, EAN and price."
"folder09-batch003","create_new_confirm","folder09-074","PETE7847.JPG; PETE7848.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7847.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7848.JPG","Sagiko Tamarind Drink can","","","create_new","","No Sagiko drink rows found in the catalog export. Existing tamarind rows are pastes/concentrates, not this canned drink.","Create new SKU after confirming volume, EAN and price."
"folder09-batch003","create_new_confirm","folder09-075","PETE7849.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7849.JPG","Sagiko Pink Guava Drink can","","","create_new","","No Sagiko rows found in the catalog export.","Create new SKU after confirming volume, EAN and price."
"folder09-batch003","create_new_confirm","folder09-076","PETE7873.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7873.JPG","Jus Cool Basil Seed Drink Mango 300ml","","","create_new","","No Jus Cool or basil seed drink rows found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-077","PETE7874.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7874.JPG","Jus Cool Basil Seed Drink Pomegranate 300ml","","","create_new","","No Jus Cool or basil seed drink rows found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-078","PETE8859.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8859.JPG","Hale's Blue Boy Mali Flavoured Syrup 710ml","","","create_new","","No Hale's Blue Boy syrup rows found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-079","PETE8860.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8860.JPG","Hale's Blue Boy Rose Flavoured Syrup 710ml","","","create_new","","No Hale's Blue Boy syrup rows found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","needs_owner_confirmation_age_restricted","folder09-080","PETE8861.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8861.JPG","Singha Premium Import Lager Beer bottle","","","age_restricted","","Alcohol product. No Singha row found in the catalog export and this should not be auto-created until the shop confirms alcohol/legal handling.","Confirm whether alcohol products are in scope, then create only with legal/category policy, EAN and price."
"folder09-batch003","needs_owner_confirmation_age_restricted","folder09-081","PETE8862.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8862.JPG","Chang Classic Lager Beer bottle","","","age_restricted","","Alcohol product. Catalog hits for Chang are unrelated food products, not beer, and this should not be auto-created until the shop confirms alcohol/legal handling.","Confirm whether alcohol products are in scope, then create only with legal/category policy, EAN and price."
"folder09-batch003","review_high_existing_sku","folder09-082","PETE8863.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8863.JPG","Chuan Lao Hui Sichuan Pepper Oil 210ml","ADG-001604","Olej z pieprzem syczuańskim 210ml - Chuan Lao Hui","high","https://asiandeligo.eshoper.pro/products/olej-z-pieprzem-syczuanskim-210ml-chuan-lao-hui","Exact product type, volume and visible label match existing SKU ADG-001604.","Attach this owner photo to the existing SKU if approved."
"folder09-batch003","create_new_confirm","folder09-083","PETE8873.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8873.JPG","Sagiko Soya Bean Drink can","","","create_new","","No Sagiko rows found in the catalog export. Same product candidate was also seen in folder09-batch002 row folder09-041.","Merge with folder09-batch002 folder09-041 if owner confirms it is the same product; then create one new SKU."
"folder09-batch003","create_new_confirm","folder09-084","PETE8876.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8876.JPG","Punchy Guava Juice Drink 250ml","","","create_new","","No Punchy brand row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-085","PETE8877.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE8877.JPG","Phuong Vy Tea 100g","","","create_new","","No Phuong Vy tea row found in the catalog export. Same or near-same product candidate was also seen in folder09-batch001 row folder09-008.","Merge with folder09-batch001 folder09-008 if owner confirms it is the same 100g tea; then create one new SKU."
