source_batch,status,review_id,files,local_files,visible_product,target_sku,candidate_product,confidence,product_url,reason,next_action
batch001,create_new_confirm,folder03-013,PETE7347.JPG; PETE7348.JPG; PETE7349.JPG,/tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7347.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7348.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7349.JPG,"Hiep Long Dac San Mien Moc / cassava noodle, 500g",,,create_new,,No exact Hiep Long cassava noodle 500g row found in production catalog.,Create after owner confirms final name and whether this is cassava noodle.
batch001,create_new_confirm,folder03-014,PETE7363.JPG; PETE7364.JPG,/tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7363.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7364.JPG,"Hiep Long My Chu rice noodle, 400g",,,create_new,,No exact Hiep Long My Chu 400g row found in production catalog.,Create after owner confirms final name/EAN.
batch001,create_new_confirm,folder03-015,PETE7365.JPG; PETE7366.JPG,/tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7365.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7366.JPG,"Hiep Long My Lau Thang wheat noodle, 500g",,,create_new,,No exact Hiep Long My Lau Thang 500g row found in production catalog.,Create after owner confirms final name and ingredients/allergens.
batch001,review_high_existing_sku,folder03-016,PETE7367.JPG; PETE7368.JPG,/tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7367.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7368.JPG,"Hiep Long Pho Ha Noi LaMi Size M rice noodles, 500g",ADG-000013,Makaron ryzowy LaMi M do Pho 500g Hiep Long,high,https://asiandeligo.eshoper.pro/products/makaron-ryzowy-lami-m-do-pho-500g-hiep-long,Visible Hiep Long LaMi Size M 500g matches catalog row.,Candidate for existing SKU image review; do not apply until owner/user accepts.
batch001,create_new_confirm,folder03-017,PETE7369.JPG; PETE7370 - Kopia.JPG; PETE7370.JPG; PETE7371.JPG,/tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7369.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7370 - Kopia.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7370.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7371.JPG,"Hiep Long LaMi Mien Moc glass vermicelli, 250g",,,create_new,,No exact Hiep Long LaMi Mien Moc 250g row found in production catalog.,Create after owner confirms final name/EAN.
batch001,create_new_confirm,folder03-018,PETE7373.JPG,/tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7373.JPG,"Wiorki kokosowe / coconut flakes, 1kg",,,create_new,,Catalog has coconut milk/powder rows but no coconut flakes 1kg row.,Create after owner confirms supplier/brand and category.
batch001,create_new_confirm,folder03-019,PETE7374.JPG; PETE7375.JPG,/tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7374.JPG; /tmp/asiandeligo-owner-images/folder03-batch001/extracted/PETE7375.JPG,"Hiep Long My Lau Cuon wheat noodle, 500g",,,create_new,,No exact Hiep Long My Lau Cuon 500g row found in production catalog.,Create after owner confirms final name and ingredients/allergens.
batch002,create_new_confirm,folder03-020,PETE7382.JPG; PETE7383.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7382.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7383.JPG,VIMIXA Quick Cooking Noodles,,,create_new,,No exact VIMIXA quick-cooking noodles row found in production catalog; visible weight needs confirmation from side/back label.,"Create after owner confirms final PL/EN name, weight, EAN, ingredients/allergens and category."
batch002,create_new_confirm,folder03-021,PETE7384.JPG; PETE7385.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7384.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7385.JPG,"Golden Lotus Chinese Style Thick Quick Cooking Noodles, likely 375g",,,create_new,,Same visible product family as folder03-012; no exact Golden Lotus quick-cooking noodles row found in production catalog.,"Merge with folder03-012 if owner confirms same SKU, then create missing product."
batch002,create_new_confirm,folder03-022,PETE7386.JPG; PETE7387.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7386.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7387.JPG,"Green Pagoda Quick Cooking Noodles, 500g",,,create_new,,"Catalog has Green Pagoda mushroom products only, not this noodles product.","Create after owner confirms final name, EAN, ingredients/allergens and category."
batch002,create_new_confirm,folder03-023,PETE7614.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7614.JPG,"Hiep Long Bun Ha Noi LaMi Size S rice vermicelli, 500g",,,create_new,,"Catalog has Hiep Long LaMi Size M rows/candidate, but no exact Size S 500g row found.",Create after owner confirms size/name and whether this should be grouped with other LaMi variants.
batch002,create_new_confirm,folder03-024,PETE7615.JPG; PETE7616.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7615.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7616.JPG,"Tufoco Bamboo Tree Vietnamese Rice Noodle Size M, 400g",,,create_new,,No exact Tufoco/Bamboo Tree Size M 400g rice noodle row found in production catalog.,"Create after owner confirms final display name, EAN and category."
batch002,create_new_confirm,folder03-025,PETE7617.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7617.JPG,"Tufoco Bamboo Tree Fresh Rice Vermicelli, 400g",,,create_new,,No exact Tufoco/Bamboo Tree fresh rice vermicelli 400g row found in production catalog.,"Create after owner confirms final display name, EAN and category."
batch002,create_new_confirm,folder03-026,PETE7619.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7619.JPG,"Hiep Long Bun Ha Noi LaMi Size L rice vermicelli, 500g",,,create_new,,"Catalog has Hiep Long LaMi Size M rows/candidate, but no exact Size L 500g row found.",Create after owner confirms size/name and whether this should be grouped with other LaMi variants.
batch002,create_new_confirm,folder03-027,PETE7626.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7626.JPG,"Tufoco Bamboo Tree Vietnamese Rice Noodle Size L, 400g",,,create_new,,No exact Tufoco/Bamboo Tree Size L 400g rice noodle row found in production catalog.,"Create after owner confirms final display name, EAN and category."
batch002,create_new_confirm,folder03-028,PETE7627.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7627.JPG,"Tufoco Bamboo Tree Vietnamese Rice Noodle Size XL, 400g",,,create_new,,No exact Tufoco/Bamboo Tree Size XL 400g rice noodle row found in production catalog.,"Create after owner confirms final display name, EAN and category."
batch002,create_new_confirm,folder03-029,PETE7629.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7629.JPG,"Tufoco Bamboo Tree Fine Rice Vermicelli, 340g",,,create_new,,No exact Tufoco/Bamboo Tree fine rice vermicelli 340g row found in production catalog.,"Create after owner confirms final display name, EAN and category."
batch002,review_possible_existing_sku,folder03-030,PETE7630.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7630.JPG,"Hiep Long Bun Ha Noi LaMi Size M rice vermicelli, 500g",ADG-000013,Makaron ryzowy LaMi M do Pho 500g Hiep Long,medium,https://asiandeligo.eshoper.pro/products/makaron-ryzowy-lami-m-do-pho-500g-hiep-long,"Brand, LaMi Size M and 500g match candidate SKU, but front label says Bun Ha Noi while catalog/product image candidate uses Pho Ha Noi/do Pho wording.",Owner/user should confirm whether Bun Ha Noi Size M and Pho Ha Noi Size M are the same sale SKU before any image import.
batch002,create_new_confirm,folder03-031,PETE7653.JPG; PETE7654.JPG; PETE7655.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7653.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7654.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7655.JPG,"Oriental Food Chantaboon Rice Stick 5mm, 400g",,,create_new,,"Catalog has rice noodles from Farmer/Asia Kitchen and other sizes, but no exact Oriental Food 5mm 400g row found.","Create after owner confirms final brand/name, EAN and category."
batch002,create_new_confirm,folder03-032,PETE7675.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7675.JPG,"Asiafoods makaron sojowy / soy vermicelli, 1kg",,,create_new,,"Catalog has LongKou 1kg vermicelli, but visible brand/import label is Asiafoods, so this is not a safe match.","Create after owner confirms brand, EAN and whether product is mung bean/soy vermicelli."
batch002,create_new_confirm,folder03-033,PETE7679.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7679.JPG,"Eagle brand Oriental Style Starch Noodle, 500g",,,create_new,,No exact Eagle/oriental style starch noodle 500g row found in production catalog.,"Create after owner confirms final PL/EN name, EAN and allergens."
batch002,create_new_confirm,folder03-034,PETE7796.JPG; PETE7797.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7796.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7797.JPG,"Oriental Food Chantaboon Rice Stick 3mm, 400g",,,create_new,,"Catalog has rice noodles from Farmer/Asia Kitchen and other sizes, but no exact Oriental Food 3mm 400g row found.","Create after owner confirms final brand/name, EAN and category."
batch002,create_new_confirm,folder03-035,PETE7855.JPG; PETE7856.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7855.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7856.JPG,"Golden Chef Chantaboon Rice Stick 10mm XL, 375g",,,create_new,,Same visible product family as folder03-007; no exact Golden Chef 10mm XL 375g row found in production catalog.,"Merge with folder03-007 if owner confirms same SKU, then create missing product."
batch002,review_high_existing_sku,folder03-036,PETE7885.JPG; PETE7886.JPG; PETE7887.JPG; PETE7888.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7885.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7886.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7887.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE7888.JPG,"Sempio Sweet Potato Noodles, 450g",ADG-000224,Makaron ze slodkich ziemniakow i tapioki 450g - Sempio,high,https://asiandeligo.eshoper.pro/products/makaron-ze-slodkich-ziemniakow-i-tapioki-450g-sempio,Visible brand/product/weight match catalog row.,Candidate for existing SKU image review; do not apply until owner/user accepts.
batch002,create_new_confirm,folder03-037,PETE8841.JPG; PETE8842.JPG; PETE8843.JPG,/tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE8841.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE8842.JPG; /tmp/asiandeligo-owner-images/folder03-batch002/extracted/PETE8843.JPG,"Chunsi Lanzhou Ramen Noodles, 2kg",,,create_new,,"Catalog has Chunsi soba/udon/somen 300g rows, but no exact Lanzhou Ramen 2kg row found.","Create after owner confirms final PL/EN name, EAN, ingredients/allergens and category."
